Year,Cause Name,State,Deaths
2006,Unintentional injuries,Colorado,1917
2006,Unintentional injuries,Connecticut,1302
2006,Unintentional injuries,Delaware,329
2006,Unintentional injuries,District of Columbia,224
2006,Unintentional injuries,Florida,8917
2006,Unintentional injuries,Georgia,3879
2006,Unintentional injuries,Hawaii,441
2006,Unintentional injuries,Idaho,682
2006,Unintentional injuries,Illinois,4451
2006,Unintentional injuries,Indiana,2480
2006,Unintentional injuries,Iowa,1188
2006,Unintentional injuries,Kansas,1198
2006,Unintentional injuries,Kentucky,2446
2006,Unintentional injuries,Louisiana,2422
2006,Unintentional injuries,Maine,572
2006,Unintentional injuries,Maryland,1456
2006,Unintentional injuries,Massachusetts,2214
2006,Unintentional injuries,Michigan,3590
2006,Unintentional injuries,Minnesota,1919
2006,Unintentional injuries,Mississippi,1856
2006,Unintentional injuries,Missouri,3009
2006,Unintentional injuries,Montana,558
2006,Unintentional injuries,Nebraska,683
2006,Unintentional injuries,Nevada,1091
2006,Unintentional injuries,New Hampshire,460
2006,Unintentional injuries,New Jersey,2590
2006,Unintentional injuries,New Mexico,1297
2006,Unintentional injuries,New York,5235
2006,Unintentional injuries,North Carolina,4156
2006,Unintentional injuries,North Dakota,275
2006,Unintentional injuries,Ohio,4821
2006,Unintentional injuries,Oklahoma,2039
2006,Unintentional injuries,Oregon,1586
2006,Unintentional injuries,Pennsylvania,5299
2006,Unintentional injuries,Rhode Island,434
2006,Unintentional injuries,South Carolina,2315
2006,Unintentional injuries,South Dakota,452
2006,Unintentional injuries,Tennessee,3307
2006,Unintentional injuries,Texas,9140
2006,Unintentional injuries,United States,121599
2006,Unintentional injuries,Utah,715
2006,Unintentional injuries,Vermont,301
2006,Unintentional injuries,Virginia,2703
2006,Unintentional injuries,Washington,2679
2006,Unintentional injuries,West Virginia,1177
2006,Unintentional injuries,Wisconsin,2524
2006,Unintentional injuries,Wyoming,306
2006,All causes,Alabama,46977
2006,All causes,Alaska,3354
2006,All causes,Arizona,46365
2006,All causes,Arkansas,27901
2006,All causes,California,237126
2006,All causes,Colorado,29521
2006,All causes,Connecticut,29260
2006,All causes,Delaware,7204
2006,All causes,District of Columbia,5344
2006,All causes,Florida,170066
2006,All causes,Georgia,67808
2006,All causes,Hawaii,9432
2006,All causes,Idaho,10613
2006,All causes,Illinois,102171
2006,All causes,Indiana,55622
2006,All causes,Iowa,27362
2006,All causes,Kansas,24553
2006,All causes,Kentucky,40102
2006,All causes,Louisiana,40045
2006,All causes,Maine,12294
2006,All causes,Maryland,43582
2006,All causes,Massachusetts,53450
2006,All causes,Michigan,86042
2006,All causes,Minnesota,37028
2006,All causes,Mississippi,28564
2006,All causes,Missouri,54681
2006,All causes,Montana,8472
2006,All causes,Nebraska,14899
2006,All causes,Nevada,18872
2006,All causes,New Hampshire,10060
2006,All causes,New Jersey,70356
2006,All causes,New Mexico,15296
2006,All causes,New York,148806
2006,All causes,North Carolina,74716
2006,All causes,North Dakota,5868
2006,All causes,Ohio,106825
2006,All causes,Oklahoma,35427
2006,All causes,Oregon,31380
2006,All causes,Pennsylvania,125539
2006,All causes,Rhode Island,9690
2006,All causes,South Carolina,38761
2006,All causes,South Dakota,7084
2006,All causes,Tennessee,56838
2006,All causes,Texas,157150
2006,All causes,United States,2426264
2006,All causes,Utah,13764
2006,All causes,Vermont,5048
2006,All causes,Virginia,57690
2006,All causes,Washington,46120
2006,All causes,West Virginia,20672
2006,All causes,Wisconsin,46153
2006,All causes,Wyoming,4311
2006,Alzheimer's disease,Alabama,1497
2006,Alzheimer's disease,Alaska,73
2006,Alzheimer's disease,Arizona,2066
2006,Alzheimer's disease,Arkansas,783
2006,Alzheimer's disease,California,8146
2006,Alzheimer's disease,Colorado,1058
2006,Alzheimer's disease,Connecticut,728
2006,Alzheimer's disease,Delaware,189
2006,Alzheimer's disease,District of Columbia,117
2006,Alzheimer's disease,Florida,4689
2006,Alzheimer's disease,Georgia,1820
2006,Alzheimer's disease,Hawaii,201
2006,Alzheimer's disease,Idaho,400
2006,Alzheimer's disease,Illinois,2794
2006,Alzheimer's disease,Indiana,1696
2006,Alzheimer's disease,Iowa,1121
2006,Alzheimer's disease,Kansas,830
2006,Alzheimer's disease,Kentucky,1153
2006,Alzheimer's disease,Louisiana,1282
2006,Alzheimer's disease,Maine,477
2006,Alzheimer's disease,Maryland,915
2006,Alzheimer's disease,Massachusetts,1560
2006,Alzheimer's disease,Michigan,2331
2006,Alzheimer's disease,Minnesota,1299
2006,Alzheimer's disease,Mississippi,744
2006,Alzheimer's disease,Missouri,1632
2006,Alzheimer's disease,Montana,226
2006,Alzheimer's disease,Nebraska,500
2006,Alzheimer's disease,Nevada,281
2006,Alzheimer's disease,New Hampshire,372
2006,Alzheimer's disease,New Jersey,1649
2006,Alzheimer's disease,New Mexico,348
2006,Alzheimer's disease,New York,2021
2006,Alzheimer's disease,North Carolina,2265
2006,Alzheimer's disease,North Dakota,318
2006,Alzheimer's disease,Ohio,3565
2006,Alzheimer's disease,Oklahoma,928
2006,Alzheimer's disease,Oregon,1231
2006,Alzheimer's disease,Pennsylvania,3311
2006,Alzheimer's disease,Rhode Island,297
2006,Alzheimer's disease,South Carolina,1364
2006,Alzheimer's disease,South Dakota,329
2006,Alzheimer's disease,Tennessee,2115
2006,Alzheimer's disease,Texas,4887
2006,Alzheimer's disease,United States,72432
2006,Alzheimer's disease,Utah,390
2006,Alzheimer's disease,Vermont,186
2006,Alzheimer's disease,Virginia,1574
2006,Alzheimer's disease,Washington,2470
2006,Alzheimer's disease,West Virginia,496
2006,Alzheimer's disease,Wisconsin,1596
2006,Alzheimer's disease,Wyoming,112
2006,Stroke,Alabama,2740
2006,Stroke,Alaska,177
2006,Stroke,Arizona,2226
2006,Stroke,Arkansas,1884
2006,Stroke,California,15039
2006,Stroke,Colorado,1532
2006,Stroke,Connecticut,1547
2006,Stroke,Delaware,384
2006,Stroke,District of Columbia,221
2006,Stroke,Florida,8925
2006,Stroke,Georgia,3889
2006,Stroke,Hawaii,665
2006,Stroke,Idaho,725
2006,Stroke,Illinois,5989
2006,Stroke,Indiana,3238
2006,Stroke,Iowa,1718
2006,Stroke,Kansas,1489
2006,Stroke,Kentucky,2197
2006,Stroke,Louisiana,2195
2006,Stroke,Maine,670
2006,Stroke,Maryland,2365
2006,Stroke,Massachusetts,2880
2006,Stroke,Michigan,4752
2006,Stroke,Minnesota,2219
2006,Stroke,Mississippi,1585
2006,Stroke,Missouri,3247
2006,Stroke,Montana,461
2006,Stroke,Nebraska,922
2006,Stroke,Nevada,847
2006,Stroke,New Hampshire,494
2006,Stroke,New Jersey,3468
2006,Stroke,New Mexico,739
2006,Stroke,New York,6398
2006,Stroke,North Carolina,4572
2006,Stroke,North Dakota,428
2006,Stroke,Ohio,5828
2006,Stroke,Oklahoma,2085
2006,Stroke,Oregon,1978
2006,Stroke,Pennsylvania,7151
2006,Stroke,Rhode Island,421
2006,Stroke,South Carolina,2291
2006,Stroke,South Dakota,442
2006,Stroke,Tennessee,3407
2006,Stroke,Texas,9366
2006,Stroke,United States,137119
2006,Stroke,Utah,674
2006,Stroke,Vermont,264
2006,Stroke,Virginia,3523
2006,Stroke,Washington,2725
2006,Stroke,West Virginia,1072
2006,Stroke,Wisconsin,2829
2006,Stroke,Wyoming,236
2006,CLRD,Alabama,2309
2006,CLRD,Alaska,140
2006,CLRD,Arizona,2799
2006,CLRD,Arkansas,1498
2006,CLRD,California,12829
2006,CLRD,Colorado,1932
2006,CLRD,Connecticut,1458
2006,CLRD,Delaware,344
2006,CLRD,District of Columbia,126
2006,CLRD,Florida,8912
2006,CLRD,Georgia,3387
2006,CLRD,Hawaii,293
2006,CLRD,Idaho,644
2006,CLRD,Illinois,4731
2006,CLRD,Indiana,3291
2006,CLRD,Iowa,1655
2006,CLRD,Kansas,1501
2006,CLRD,Kentucky,2407
2006,CLRD,Louisiana,1687
2006,CLRD,Maine,783
2006,CLRD,Maryland,1832
2006,CLRD,Massachusetts,2535
2006,CLRD,Michigan,4474
2006,CLRD,Minnesota,1770
2006,CLRD,Mississippi,1378
2006,CLRD,Missouri,3017
2006,CLRD,Montana,579
2006,CLRD,Nebraska,878
2006,CLRD,Nevada,1066
2006,CLRD,New Hampshire,603
2006,CLRD,New Jersey,2862
2006,CLRD,New Mexico,888
2006,CLRD,New York,6329
2006,CLRD,North Carolina,4017
2006,CLRD,North Dakota,283
2006,CLRD,Ohio,6054
2006,CLRD,Oklahoma,2192
2006,CLRD,Oregon,1828
2006,CLRD,Pennsylvania,5621
2006,CLRD,Rhode Island,485
2006,CLRD,South Carolina,1935
2006,CLRD,South Dakota,376
2006,CLRD,Tennessee,2980
2006,CLRD,Texas,7639
2006,CLRD,United States,124583
2006,CLRD,Utah,591
2006,CLRD,Vermont,320
2006,CLRD,Virginia,2697
2006,CLRD,Washington,2662
2006,CLRD,West Virginia,1267
2006,CLRD,Wisconsin,2354
2006,CLRD,Wyoming,345
2006,Diabetes,Alabama,1453
2006,Diabetes,Alaska,109
2006,Diabetes,Arizona,1206
2006,Diabetes,Arkansas,839
2006,Diabetes,California,7376
2006,Diabetes,Colorado,677
2006,Diabetes,Connecticut,782
2006,Diabetes,Delaware,191
2006,Diabetes,District of Columbia,184
2006,Diabetes,Florida,5172
2006,Diabetes,Georgia,1657
2006,Diabetes,Hawaii,271
2006,Diabetes,Idaho,320
2006,Diabetes,Illinois,2795
2006,Diabetes,Indiana,1682
2006,Diabetes,Iowa,804
2006,Diabetes,Kansas,749
2006,Diabetes,Kentucky,1141
2006,Diabetes,Louisiana,1536
2006,Diabetes,Maine,343
2006,Diabetes,Maryland,1237
2006,Diabetes,Massachusetts,1132
2006,Diabetes,Michigan,2830
2006,Diabetes,Minnesota,1158
2006,Diabetes,Mississippi,707
2006,Diabetes,Missouri,1493
2006,Diabetes,Montana,249
2006,Diabetes,Nebraska,437
2006,Diabetes,Nevada,294
2006,Diabetes,New Hampshire,296
2006,Diabetes,New Jersey,2454
2006,Diabetes,New Mexico,606
2006,Diabetes,New York,3848
2006,Diabetes,North Carolina,2234
2006,Diabetes,North Dakota,208
2006,Diabetes,Ohio,3761
2006,Diabetes,Oklahoma,1166
2006,Diabetes,Oregon,1139
2006,Diabetes,Pennsylvania,3466
2006,Diabetes,Rhode Island,206
2006,Diabetes,South Carolina,1136
2006,Diabetes,South Dakota,262
2006,Diabetes,Tennessee,1715
2006,Diabetes,Texas,5201
2006,Diabetes,United States,72449
2006,Diabetes,Utah,496
2006,Diabetes,Vermont,175
2006,Diabetes,Virginia,1632
2006,Diabetes,Washington,1543
2006,Diabetes,West Virginia,743
2006,Diabetes,Wisconsin,1212
2006,Diabetes,Wyoming,126
2006,Heart disease,Alabama,12583
2006,Heart disease,Alaska,645
2006,Heart disease,Arizona,10607
2006,Heart disease,Arkansas,7431
2006,Heart disease,California,64871
2006,Heart disease,Colorado,6124
2006,Heart disease,Connecticut,7490
2006,Heart disease,Delaware,1866
2006,Heart disease,District of Columbia,1566
2006,Heart disease,Florida,44305
2006,Heart disease,Georgia,16478
2006,Heart disease,Hawaii,2244
2006,Heart disease,Idaho,2399
2006,Heart disease,Illinois,27007
2006,Heart disease,Indiana,14375
2006,Heart disease,Iowa,7172
2006,Heart disease,Kansas,5849
2006,Heart disease,Kentucky,10353
2006,Heart disease,Louisiana,10026
2006,Heart disease,Maine,2815
2006,Heart disease,Maryland,11268
2006,Heart disease,Massachusetts,12947
2006,Heart disease,Michigan,24255
2006,Heart disease,Minnesota,7525
2006,Heart disease,Mississippi,8097
2006,Heart disease,Missouri,14749
2006,Heart disease,Montana,1869
2006,Heart disease,Nebraska,3445
2006,Heart disease,Nevada,5013
2006,Heart disease,New Hampshire,2501
2006,Heart disease,New Jersey,19548
2006,Heart disease,New Mexico,3411
2006,Heart disease,New York,50470
2006,Heart disease,North Carolina,17271
2006,Heart disease,North Dakota,1527
2006,Heart disease,Ohio,27886
2006,Heart disease,Oklahoma,9798
2006,Heart disease,Oregon,6620
2006,Heart disease,Pennsylvania,33744
2006,Heart disease,Rhode Island,2718
2006,Heart disease,South Carolina,9030
2006,Heart disease,South Dakota,1757
2006,Heart disease,Tennessee,14642
2006,Heart disease,Texas,38782
2006,Heart disease,United States,631636
2006,Heart disease,Utah,2932
2006,Heart disease,Vermont,1244
2006,Heart disease,Virginia,14021
2006,Heart disease,Washington,10604
2006,Heart disease,West Virginia,5311
2006,Heart disease,Wisconsin,11451
2006,Heart disease,Wyoming,994
2006,Influenza and pneumonia,Alabama,918
2006,Influenza and pneumonia,Alaska,49
2006,Influenza and pneumonia,Arizona,1166
2006,Influenza and pneumonia,Arkansas,772
2006,Influenza and pneumonia,California,7338
2006,Influenza and pneumonia,Colorado,614
2006,Influenza and pneumonia,Connecticut,800
2006,Influenza and pneumonia,Delaware,138
2006,Influenza and pneumonia,District of Columbia,76
2006,Influenza and pneumonia,Florida,2454
2006,Influenza and pneumonia,Georgia,1463
2006,Influenza and pneumonia,Hawaii,257
2006,Influenza and pneumonia,Idaho,225
2006,Influenza and pneumonia,Illinois,2668
2006,Influenza and pneumonia,Indiana,1129
2006,Influenza and pneumonia,Iowa,770
2006,Influenza and pneumonia,Kansas,647
2006,Influenza and pneumonia,Kentucky,927
2006,Influenza and pneumonia,Louisiana,833
2006,Influenza and pneumonia,Maine,269
2006,Influenza and pneumonia,Maryland,1082
2006,Influenza and pneumonia,Massachusetts,1750
2006,Influenza and pneumonia,Michigan,1679
2006,Influenza and pneumonia,Minnesota,630
2006,Influenza and pneumonia,Mississippi,621
2006,Influenza and pneumonia,Missouri,1285
2006,Influenza and pneumonia,Montana,169
2006,Cancer,Oklahoma,7491
2006,Influenza and pneumonia,Nebraska,345
2006,Influenza and pneumonia,Nevada,426
2006,Influenza and pneumonia,New Hampshire,212
2006,Influenza and pneumonia,New Jersey,1315
2006,Influenza and pneumonia,New Mexico,353
2006,Influenza and pneumonia,New York,4892
2006,Influenza and pneumonia,North Carolina,1705
2006,Influenza and pneumonia,North Dakota,138
2006,Influenza and pneumonia,Ohio,1947
2006,Influenza and pneumonia,Oklahoma,879
2006,Influenza and pneumonia,Oregon,522
2006,Influenza and pneumonia,Pennsylvania,2716
2006,Influenza and pneumonia,Rhode Island,268
2006,Influenza and pneumonia,South Carolina,724
2006,Influenza and pneumonia,South Dakota,173
2006,Influenza and pneumonia,Tennessee,1535
2006,Influenza and pneumonia,Texas,3342
2006,Influenza and pneumonia,United States,56326
2006,Influenza and pneumonia,Utah,343
2006,Influenza and pneumonia,Vermont,77
2006,Influenza and pneumonia,Virginia,1281
2006,Influenza and pneumonia,Washington,814
2006,Influenza and pneumonia,West Virginia,459
2006,Influenza and pneumonia,Wisconsin,1014
2006,Influenza and pneumonia,Wyoming,117
2006,Suicide,Alabama,580
2006,Suicide,Alaska,135
2006,Suicide,Arizona,979
2006,Suicide,Arkansas,376
2006,Suicide,California,3334
2006,Suicide,Colorado,730
2006,Suicide,Connecticut,292
2006,Suicide,Delaware,91
2006,Suicide,District of Columbia,30
2006,Suicide,Florida,2440
2006,Suicide,Georgia,923
2006,Suicide,Hawaii,120
2006,Suicide,Idaho,222
2006,Suicide,Illinois,1010
2006,Suicide,Indiana,824
2006,Suicide,Iowa,334
2006,Suicide,Kansas,379
2006,Suicide,Kentucky,622
2006,Suicide,Louisiana,492
2006,Suicide,Maine,158
2006,Suicide,Maryland,495
2006,Suicide,Massachusetts,450
2006,Suicide,Michigan,1139
2006,Suicide,Minnesota,554
2006,Suicide,Mississippi,325
2006,Suicide,Missouri,799
2006,Suicide,Montana,189
2006,Suicide,Nebraska,202
2006,Suicide,Nevada,486
2006,Suicide,New Hampshire,151
2006,Suicide,New Jersey,585
2006,Suicide,New Mexico,352
2006,Suicide,New York,1326
2006,Suicide,North Carolina,1106
2006,Suicide,North Dakota,90
2006,Suicide,Ohio,1325
2006,Suicide,Oklahoma,537
2006,Suicide,Oregon,579
2006,Suicide,Pennsylvania,1396
2006,Suicide,Rhode Island,90
2006,Suicide,South Carolina,524
2006,Suicide,South Dakota,125
2006,Suicide,Tennessee,874
2006,Suicide,Texas,2347
2006,Suicide,United States,33300
2006,Suicide,Utah,362
2006,Suicide,Vermont,81
2006,Suicide,Virginia,876
2006,Suicide,Washington,809
2006,Suicide,West Virginia,269
2006,Suicide,Wisconsin,670
2006,Suicide,Wyoming,116
2006,Cancer,Alabama,9899
2006,Cancer,Alaska,790
2006,Cancer,Arizona,9919
2006,Cancer,Arkansas,6177
2006,Cancer,California,54140
2006,Cancer,Colorado,6550
2006,Cancer,Connecticut,7044
2006,Cancer,Delaware,1780
2006,Cancer,District of Columbia,1178
2006,Cancer,Florida,40415
2006,Cancer,Georgia,14474
2006,Cancer,Hawaii,2171
2006,Cancer,Idaho,2306
2006,Cancer,Illinois,24084
2006,Cancer,Indiana,12903
2006,Cancer,Iowa,6359
2006,Cancer,Kansas,5343
2006,Cancer,Kentucky,9394
2006,Cancer,Louisiana,8853
2006,Cancer,Maine,3089
2006,Cancer,Maryland,10350
2006,Cancer,Massachusetts,13407
2006,Cancer,Michigan,20192
2006,Cancer,Minnesota,9079
2006,Cancer,Mississippi,6236
2006,Cancer,Missouri,12519
2006,Cancer,Montana,1943
2006,Cancer,Nebraska,3430
2006,Cancer,Nevada,4226
2006,Cancer,New Hampshire,2534
2006,Cancer,New Jersey,17180
2006,Cancer,New Mexico,3147
2006,Cancer,New York,35284
2006,Cancer,North Carolina,17318
2006,Cancer,North Dakota,1387
2006,Cancer,Ohio,24975
2006,Cancer,Oregon,7309
2006,Cancer,Pennsylvania,29172
2006,Cancer,Rhode Island,2250
2006,Cancer,South Carolina,8853
2006,Cancer,South Dakota,1570
2006,Cancer,Tennessee,13051
2006,Cancer,Texas,34939
2006,Cancer,United States,559888
2006,Cancer,Utah,2615
2006,Cancer,Vermont,1214
2006,Cancer,Virginia,13829
2006,Cancer,Washington,11055
2006,Cancer,West Virginia,4613
2006,Cancer,Wisconsin,10925
2006,Cancer,Wyoming,927
2006,Kidney disease,Alabama,1104
2006,Kidney disease,Alaska,44
2006,Kidney disease,Arizona,565
2006,Kidney disease,Arkansas,616
2006,Kidney disease,California,2676
2006,Kidney disease,Colorado,472
2006,Kidney disease,Connecticut,567
2006,Kidney disease,Delaware,152
2006,Kidney disease,District of Columbia,68
2006,Kidney disease,Florida,2620
2006,Kidney disease,Georgia,1668
2006,Kidney disease,Hawaii,179
2006,Kidney disease,Idaho,130
2006,Kidney disease,Illinois,2502
2006,Kidney disease,Indiana,1372
2006,Kidney disease,Iowa,225
2006,Kidney disease,Kansas,594
2006,Kidney disease,Kentucky,922
2006,Kidney disease,Louisiana,1074
2006,Kidney disease,Maine,252
2006,Kidney disease,Maryland,767
2006,Kidney disease,Massachusetts,1406
2006,Kidney disease,Michigan,1673
2006,Kidney disease,Minnesota,711
2006,Kidney disease,Mississippi,673
2006,Kidney disease,Missouri,1118
2006,Kidney disease,Montana,132
2006,Kidney disease,Nebraska,249
2006,Kidney disease,Nevada,475
2006,Kidney disease,New Hampshire,160
2006,Kidney disease,New Jersey,1645
2006,Kidney disease,New Mexico,262
2006,Kidney disease,New York,2351
2006,Kidney disease,North Carolina,1661
2006,Kidney disease,North Dakota,59
2006,Kidney disease,Ohio,1758
2006,Kidney disease,Oklahoma,594
2006,Kidney disease,Oregon,353
2006,Kidney disease,Pennsylvania,3084
2006,Kidney disease,Rhode Island,167
2006,Kidney disease,South Carolina,846
2006,Kidney disease,South Dakota,62
2006,Kidney disease,Tennessee,768
2006,Kidney disease,Texas,2995
2006,Kidney disease,United States,45344
2006,Kidney disease,Utah,210
2006,Kidney disease,Vermont,52
2006,Kidney disease,Virginia,1400
2006,Kidney disease,Washington,423
2006,Kidney disease,West Virginia,468
2006,Kidney disease,Wisconsin,962
2006,Kidney disease,Wyoming,58
2005,Unintentional injuries,Alabama,2395
2005,Unintentional injuries,Alaska,313
2005,Unintentional injuries,Arizona,3150
2005,Unintentional injuries,Arkansas,1329
2005,Unintentional injuries,California,11129
2005,Unintentional injuries,Colorado,1947
2005,Unintentional injuries,Connecticut,1134
2005,Unintentional injuries,Delaware,293
2005,Unintentional injuries,District of Columbia,207
2005,Unintentional injuries,Florida,8868
2005,Unintentional injuries,Georgia,3762
2005,Unintentional injuries,Hawaii,436
2005,Unintentional injuries,Idaho,606
2005,Unintentional injuries,Illinois,4182
2005,Unintentional injuries,Indiana,2480
2005,Unintentional injuries,Iowa,1202
2005,Unintentional injuries,Kansas,1149
2005,Unintentional injuries,Kentucky,2405
2005,Unintentional injuries,Louisiana,3072
2005,Unintentional injuries,Maine,579
2005,Unintentional injuries,Maryland,1376
2005,Unintentional injuries,Massachusetts,1907
2005,Unintentional injuries,Michigan,3451
2005,Unintentional injuries,Minnesota,1922
2005,Unintentional injuries,Mississippi,1936
2005,Unintentional injuries,Missouri,2848
2005,Unintentional injuries,Montana,524
2005,Unintentional injuries,Nebraska,704
2005,Unintentional injuries,Nevada,1104
2005,Unintentional injuries,New Hampshire,477
2005,Unintentional injuries,New Jersey,2561
2005,Unintentional injuries,New Mexico,1267
2005,Unintentional injuries,New York,4645
2005,Unintentional injuries,North Carolina,4123
2005,Unintentional injuries,North Dakota,287
2005,Unintentional injuries,Ohio,4438
2005,Unintentional injuries,Oklahoma,2005
2005,Unintentional injuries,Oregon,1469
2005,Unintentional injuries,Pennsylvania,5446
2005,Unintentional injuries,Rhode Island,334
2005,Unintentional injuries,South Carolina,2272
2005,Unintentional injuries,South Dakota,402
2005,Unintentional injuries,Tennessee,3147
2005,Unintentional injuries,Texas,8598
2005,Unintentional injuries,United States,117809
2005,Unintentional injuries,Utah,743
2005,Unintentional injuries,Vermont,272
2005,Unintentional injuries,Virginia,2638
2005,Unintentional injuries,Washington,2543
2005,Unintentional injuries,West Virginia,940
2005,Unintentional injuries,Wisconsin,2490
2005,Unintentional injuries,Wyoming,302
2005,All causes,Alabama,47090
2005,All causes,Alaska,3168
2005,All causes,Arizona,45827
2005,All causes,Arkansas,28055
2005,All causes,California,237037
2005,All causes,Colorado,29627
2005,All causes,Connecticut,29467
2005,All causes,Delaware,7472
2005,All causes,District of Columbia,5483
2005,All causes,Florida,170791
2005,All causes,Georgia,66736
2005,All causes,Hawaii,9136
2005,All causes,Idaho,10556
2005,All causes,Illinois,103974
2005,All causes,Indiana,55675
2005,All causes,Iowa,27811
2005,All causes,Kansas,24682
2005,All causes,Kentucky,40223
2005,All causes,Louisiana,44355
2005,All causes,Maine,12868
2005,All causes,Maryland,43892
2005,All causes,Massachusetts,53874
2005,All causes,Michigan,86867
2005,All causes,Minnesota,37535
2005,All causes,Mississippi,29196
2005,All causes,Missouri,54656
2005,All causes,Montana,8528
2005,All causes,Nebraska,14963
2005,All causes,Nevada,19029
2005,All causes,New Hampshire,10194
2005,All causes,New Jersey,71963
2005,All causes,New Mexico,14983
2005,All causes,New York,152427
2005,All causes,North Carolina,74638
2005,All causes,North Dakota,5744
2005,All causes,Ohio,109031
2005,All causes,Oklahoma,36180
2005,All causes,Oregon,31091
2005,All causes,Pennsylvania,129532
2005,All causes,Rhode Island,10007
2005,All causes,South Carolina,38707
2005,All causes,South Dakota,7086
2005,All causes,Tennessee,57260
2005,All causes,Texas,156457
2005,All causes,United States,2448017
2005,All causes,Utah,13432
2005,All causes,Vermont,5066
2005,All causes,Virginia,57855
2005,All causes,Washington,46203
2005,All causes,West Virginia,20780
2005,All causes,Wisconsin,46709
2005,All causes,Wyoming,4099
2005,Alzheimer's disease,Alabama,1501
2005,Alzheimer's disease,Alaska,61
2005,Alzheimer's disease,Arizona,1831
2005,Alzheimer's disease,Arkansas,686
2005,Alzheimer's disease,California,7706
2005,Alzheimer's disease,Colorado,1064
2005,Alzheimer's disease,Connecticut,777
2005,Alzheimer's disease,Delaware,180
2005,Alzheimer's disease,District of Columbia,112
2005,Alzheimer's disease,Florida,4608
2005,Alzheimer's disease,Georgia,1745
2005,Alzheimer's disease,Hawaii,192
2005,Alzheimer's disease,Idaho,407
2005,Alzheimer's disease,Illinois,2827
2005,Alzheimer's disease,Indiana,1651
2005,Alzheimer's disease,Iowa,1082
2005,Alzheimer's disease,Kansas,912
2005,Alzheimer's disease,Kentucky,1147
2005,Alzheimer's disease,Louisiana,1405
2005,Alzheimer's disease,Maine,476
2005,Alzheimer's disease,Maryland,958
2005,Alzheimer's disease,Massachusetts,1638
2005,Alzheimer's disease,Michigan,2359
2005,Alzheimer's disease,Minnesota,1320
2005,Alzheimer's disease,Mississippi,721
2005,Alzheimer's disease,Missouri,1635
2005,Alzheimer's disease,Montana,267
2005,Alzheimer's disease,Nebraska,473
2005,Alzheimer's disease,Nevada,310
2005,Alzheimer's disease,New Hampshire,376
2005,Alzheimer's disease,New Jersey,1815
2005,Alzheimer's disease,New Mexico,327
2005,Alzheimer's disease,New York,2065
2005,Alzheimer's disease,North Carolina,2417
2005,Alzheimer's disease,North Dakota,287
2005,Alzheimer's disease,Ohio,3478
2005,Alzheimer's disease,Oklahoma,1012
2005,Alzheimer's disease,Oregon,1239
2005,Alzheimer's disease,Pennsylvania,3429
2005,Alzheimer's disease,Rhode Island,298
2005,Alzheimer's disease,South Carolina,1316
2005,Alzheimer's disease,South Dakota,290
2005,Alzheimer's disease,Tennessee,2033
2005,Alzheimer's disease,Texas,4629
2005,Alzheimer's disease,United States,71599
2005,Alzheimer's disease,Utah,368
2005,Alzheimer's disease,Vermont,184
2005,Alzheimer's disease,Virginia,1550
2005,Alzheimer's disease,Washington,2309
2005,Alzheimer's disease,West Virginia,504
2005,Alzheimer's disease,Wisconsin,1512
2005,Alzheimer's disease,Wyoming,110
2005,Stroke,Alabama,2952
2005,Stroke,Alaska,178
2005,Stroke,Arizona,2364
2005,Stroke,Arkansas,1847
2005,Stroke,California,15585
2005,Stroke,Colorado,1599
2005,Stroke,Connecticut,1528
2005,Stroke,Delaware,384
2005,Stroke,District of Columbia,231
2005,Stroke,Florida,9361
2005,Stroke,Georgia,3854
2005,Stroke,Hawaii,688
2005,Stroke,Idaho,718
2005,Stroke,Illinois,6252
2005,Stroke,Indiana,3296
2005,Stroke,Iowa,1902
2005,Stroke,Kansas,1571
2005,Stroke,Kentucky,2168
2005,Stroke,Louisiana,2469
2005,Stroke,Maine,693
2005,Stroke,Maryland,2476
2005,Stroke,Massachusetts,2977
2005,Stroke,Michigan,5057
2005,Stroke,Minnesota,2379
2005,Stroke,Mississippi,1622
2005,Stroke,Missouri,3347
2005,Stroke,Montana,522
2005,Stroke,Nebraska,986
2005,Stroke,Nevada,945
2005,Stroke,New Hampshire,497
2005,Stroke,New Jersey,3614
2005,Stroke,New Mexico,730
2005,Stroke,New York,6622
2005,Stroke,North Carolina,4861
2005,Stroke,North Dakota,368
2005,Stroke,Ohio,6279
2005,Stroke,Oklahoma,2235
2005,Stroke,Oregon,2289
2005,Stroke,Pennsylvania,7650
2005,Stroke,Rhode Island,533
2005,Stroke,South Carolina,2458
2005,Stroke,South Dakota,511
2005,Stroke,Tennessee,3659
2005,Stroke,Texas,9366
2005,Stroke,United States,143579
2005,Stroke,Utah,794
2005,Stroke,Vermont,260
2005,Stroke,Virginia,3675
2005,Stroke,Washington,2895
2005,Stroke,West Virginia,1151
2005,Stroke,Wisconsin,2960
2005,Stroke,Wyoming,221
2005,CLRD,Alabama,2382
2005,CLRD,Alaska,158
2005,CLRD,Arizona,2821
2005,CLRD,Arkansas,1559
2005,CLRD,California,13188
2005,CLRD,Colorado,1914
2005,CLRD,Connecticut,1471
2005,CLRD,Delaware,411
2005,CLRD,District of Columbia,132
2005,CLRD,Florida,9482
2005,CLRD,Georgia,3411
2005,CLRD,Hawaii,287
2005,CLRD,Idaho,717
2005,CLRD,Illinois,5067
